42
1,,D1@192.168.41.1:1099/JADE,Audi,A2,,,0,4000.0,SUV,,0
2,,D1@192.168.41.1:1099/JADE,Honda,A3,,,0,2000.0,SUV,,0
3,,D1@192.168.41.1:1099/JADE,Honda,A4,,,0,2000.0,Sedan,,0
4,,D1@192.168.41.1:1099/JADE,Audi,A2,,,0,4000.0,SUV,,0
5,,D1@192.168.41.1:1099/JADE,Honda,A3,,,0,2000.0,SUV,,0
6,,D1@192.168.41.1:1099/JADE,Honda,A4,,,0,2000.0,Sedan,,0
7,,D1@192.168.41.1:1099/JADE,Audi,A2,,,0,4000.0,SUV,,0
8,,D1@192.168.41.1:1099/JADE,Honda,A3,,,0,2000.0,SUV,,0
9,,D1@192.168.41.1:1099/JADE,Honda,A4,,,0,2000.0,Sedan,,0
10,,D1@192.168.41.1:1099/JADE,Audi,A2,,,0,4000.0,SUV,,0
11,,D1@192.168.41.1:1099/JADE,Honda,A3,,,0,2000.0,SUV,,0
12,,D1@192.168.41.1:1099/JADE,Honda,A4,,,0,2000.0,Sedan,,0
13,,D2@192.168.41.1:1099/JADE,Audi,A2,,,0,4000.0,SUV,,0
14,,D2@192.168.41.1:1099/JADE,Honda,A3,,,0,2000.0,SUV,,0
15,,D2@192.168.41.1:1099/JADE,Honda,A4,,,0,2000.0,Sedan,,0
16,,D3@192.168.41.1:1099/JADE,Audi,A2,,,0,4000.0,SUV,,0
17,,D3@192.168.41.1:1099/JADE,Honda,A3,,,0,2000.0,SUV,,0
18,,D3@192.168.41.1:1099/JADE,Honda,A4,,,0,2000.0,Sedan,,0
19,,D5@192.168.41.1:1099/JADE,Audi,A2,,,0,4000.0,SUV,,0
20,,D5@192.168.41.1:1099/JADE,Honda,A3,,,0,2000.0,SUV,,0
21,,D5@192.168.41.1:1099/JADE,Honda,A4,,,0,2000.0,Sedan,,0
22,,D6@192.168.41.1:1099/JADE,Audi,A2,,,0,4000.0,SUV,,0
23,,D6@192.168.41.1:1099/JADE,Honda,A3,,,0,2000.0,SUV,,0
24,,D6@192.168.41.1:1099/JADE,Honda,A4,,,0,2000.0,Sedan,,0
25,,D6@192.168.41.1:1099/JADE,Audi,A2,,,0,4000.0,SUV,,0
26,,D6@192.168.41.1:1099/JADE,Honda,A3,,,0,2000.0,SUV,,0
27,,D6@192.168.41.1:1099/JADE,Honda,A4,,,0,2000.0,Sedan,,0
28,,D7@192.168.41.1:1099/JADE,Audi,A2,,,0,4000.0,SUV,,0
29,,D7@192.168.41.1:1099/JADE,Honda,A3,,,0,2000.0,SUV,,0
30,,D7@192.168.41.1:1099/JADE,Honda,A4,,,0,2000.0,Sedan,,0
31,,D6@192.168.41.1:1099/JADE,Audi,A2,,,0,4000.0,SUV,,0
32,,D6@192.168.41.1:1099/JADE,Honda,A3,,,0,2000.0,SUV,,0
33,,D6@192.168.41.1:1099/JADE,Honda,A4,,,0,2000.0,Sedan,,0
34,,D7@192.168.41.1:1099/JADE,Audi,A2,,,0,4000.0,SUV,,0
35,,D7@192.168.41.1:1099/JADE,Honda,A3,,,0,2000.0,SUV,,0
36,,D7@192.168.41.1:1099/JADE,Honda,A4,,,0,2000.0,Sedan,,0
37,,D8@192.168.41.1:1099/JADE,Audi,A2,,,0,4000.0,SUV,,0
38,,D8@192.168.41.1:1099/JADE,Honda,A3,,,0,2000.0,SUV,,0
39,,D8@192.168.41.1:1099/JADE,Honda,A4,,,0,2000.0,Sedan,,0
40,,D9@192.168.41.1:1099/JADE,Audi,A2,,,0,4000.0,SUV,,0
41,,D9@192.168.41.1:1099/JADE,Honda,A3,,,0,2000.0,SUV,,0
42,,D9@192.168.41.1:1099/JADE,Honda,A4,,,0,2000.0,Sedan,,0
